Pressure, Change in distance between ball and goal
0.00111677,2969.94
0.0601488,-322.448
0.061657,-672.703
0.0641018,2675.68
0.0790496,-515.614
0.104212,-126.262
0.115327,-542.946
0.171872,526.968
0.192757,118.983
0.200318,2407.98
0.204929,1057.81
0.212114,121.318
0.214964,139.977
0.238129,1807.61
0.291635,-385.328
0.30838,722.516
0.329992,622.426
0.340228,-141.475
0.361342,769.998
0.431256,-325.057
0.460906,686.478
0.464229,3066.23
0.466119,831.34
0.473077,1977.12
0.478387,559.988
0.490194,1457.99
0.496975,328.765
0.519664,-572.482
0.532023,474.744
0.546577,1403.86
0.548292,-448.911
0.568113,-45.8506
0.578098,1232.71
0.591704,-207.356
0.604412,102.857
0.666576,-887.91
0.674311,532.773
0.720553,-395.714
0.749488,-452.442
0.764774,2195.4
0.777292,3382.06
0.815655,-481.152
0.831201,-1529.59
0.83343,-223.309
0.846982,-1227.42
0.871507,718.531
0.875243,703.193
0.930358,2867.02
0.939398,-513.731
0.943109,484.249
0.952438,1880.44
0.960945,725.605
0.967056,1738.1
1.00843,1948.31
1.07607,2735.52
1.08158,-1326.87
1.08985,-175.088
1.10291,-84.618
1.11541,-1352.32
1.1423,1725.55
1.14721,2439.27
1.15117,2273.19
1.19886,1130.01
1.22335,-745.13
1.23047,2779.15
1.2335,3202.01
1.30119,1758.15
1.37525,468.707
1.42917,-157.31
1.47683,-802.405
1.5087,2694.61
1.57863,561.022
1.82823,298.555
1.87274,1627.58
1.92491,1243.32
2.8616,3616.33
