MatchId,iId,iStartFrame,iEndFrame
855335,3,0,0
855335,4,0,0
855336,1,1350191,1424071
855336,2,1446771,1519152
855336,3,0,0
855336,4,0,0
855337,1,1350029,1422011
855337,2,1445001,1518588
855337,3,0,0
855337,4,0,0
855338,1,1352720,1423844
855338,2,1447246,1523329
855338,3,0,0
855338,4,0,0
855339,1,1440631,1515696
855339,2,1539008,1612628
855339,3,0,0
855339,4,0,0
855340,1,492285,562203
855340,2,585750,659566
855340,3,0,0
855340,4,0,0
855341,1,1350173,1422264
855341,2,1444776,1519743
855341,3,0,0
855341,4,0,0
855342,1,1350032,1420655
855342,2,1443250,1517010
855342,3,0,0
855342,4,0,0
855343,1,1349811,1420729
855343,2,1445094,1519258
855343,3,0,0
855343,4,0,0
855344,1,1350098,1419280
855344,2,1441814,1515221
855344,3,0,0
855344,4,0,0
855345,1,1552527,1623221
855345,2,1646447,1719372
855345,3,0,0
855345,4,0,0
855346,1,1263450,1334166
855346,2,1357471,1430957
855346,3,0,0
855346,4,0,0
855347,1,1553727,1625960
855347,2,1649277,1721351
855347,3,0,0
855347,4,0,0
855348,1,1349849,1422060
855348,2,1445369,1518827
855348,3,0,0
855348,4,0,0
855349,1,1777408,1846472
855349,2,1870006,1942128
855349,3,0,0
855349,4,0,0
855350,1,1350084,1419219
855350,2,1441930,1514029
855350,3,0,0
855350,4,0,0
855351,1,1125036,1200227
855351,2,1222824,1296359
855351,3,0,0
855351,4,0,0
855352,1,1440125,1509173
855352,2,1531780,1603833
855352,3,0,0
855352,4,0,0
919089,1,1777761,1846753
919089,2,1870069,1942336
919089,3,0,0
919089,4,0,0
919090,1,1125002,1194056
919090,2,1216970,1289063
919090,3,0,0
919090,4,0,0
919091,1,1350086,1422860
919091,2,1445582,1518671
919091,3,0,0
919091,4,0,0
919092,1,1346127,1413775
919092,2,1436807,1509366
919092,3,0,0
919092,4,0,0
919093,1,1350057,1421397
919093,2,1443917,1519726
919093,3,0,0
919093,4,0,0
919094,1,1350047,1422040
919094,2,1444582,1515182
919094,3,0,0
919094,4,0,0
919095,1,1080445,1156967
919095,2,1180829,1259904
919095,3,0,0
919095,4,0,0
964799,1,1807597,1878194
964799,2,1900810,1974449
964799,3,0,0
964799,4,0,0
964755,1,1779660,1847253
964755,2,1871954,1944561
964755,3,0,0
964755,4,0,0
922042,1,1665592,1736119
922042,2,1759121,1834142
922042,3,0,0
922042,4,0,0
922045,1,1344532,1413682
922045,2,1439901,1514170
922045,3,0,0
922045,4,0,0
922047,1,1868203,1937240
922047,2,1960276,2035945
922047,3,0,0
922047,4,0,0
922060,1,1575538,1646058
922060,2,1668843,1743548
922060,3,0,0
922060,4,0,0
922062,1,1082479,1151542
922062,2,1176186,1251327
922062,3,0,0
922062,4,0,0
922063,1,1350294,1423861
922063,2,1448804,1524108
922063,3,0,0
922063,4,0,0
922065,1,1867694,1936715
922065,2,1961240,2037100
922065,3,0,0
922065,4,0,0
922067,1,2048898,2120631
922067,2,2145881,2226639
922067,3,0,0
922067,4,0,0
922070,1,1778574,1850787
922070,2,1875142,1958566
922070,3,0,0
922070,4,0,0
922071,1,1779563,1851600
922071,2,1877047,1949171
922071,3,0,0
922071,4,0,0
922072,1,1777826,1848502
922072,2,1871702,1945624
922072,3,0,0
922072,4,0,0
922074,1,1642450,1711498
922074,2,1736717,1811720
922074,3,0,0
922074,4,0,0
922075,1,1800054,1870692
922075,2,1893286,1966898
922075,3,0,0
922075,4,0,0
922077,1,1440950,1511540
922077,2,1537173,1611237
922077,3,0,0
922077,4,0,0
922079,1,1444114,1516723
922079,2,1540947,1616692
922079,3,0,0
922079,4,0,0
922081,1,1344949,1413995
922081,2,1439546,1516224
922081,3,0,0
922081,4,0,0
922082,1,1441660,1512960
922082,2,1534748,1608747
922082,3,0,0
922082,4,0,0
922083,1,1350361,1422865
922083,2,1445720,1521779
922083,3,0,0
922083,4,0,0
922084,1,1352264,1425825
922084,2,1450634,1523017
922084,3,0,0
922084,4,0,0
922088,1,1351223,1422609
922088,2,1447175,1522824
922088,3,0,0
922088,4,0,0
922090,1,1440922,1511366
922090,2,1538265,1612073
922090,3,0,0
922090,4,0,0
922092,1,1867636,1937149
922092,2,1961040,2034579
922092,3,0,0
922092,4,0,0
922095,1,1779324,1851621
922095,2,1875182,1947437
922095,3,0,0
922095,4,0,0
922096,1,1443162,1515438
922096,2,1541370,1613435
922096,3,0,0
922096,4,0,0
922097,1,1351231,1420434
922097,2,1441461,1518702
922097,3,0,0
922097,4,0,0
922098,1,1351275,1421768
922098,2,1445686,1516260
922098,3,0,0
922098,4,0,0
922099,1,1575740,1645053
922099,2,1668363,1743468
922099,3,0,0
922099,4,0,0
922101,1,1441124,1513159
922101,2,1537648,1614281
922101,3,0,0
922101,4,0,0
922104,1,1341885,1414891
922104,2,1439003,1514109
922104,3,0,0
922104,4,0,0
922106,1,1214430,1285033
922106,2,1309991,1384323
922106,3,0,0
922106,4,0,0
922113,1,1867282,1937716
922113,2,1962222,2036504
922113,3,0,0
922113,4,0,0
922116,1,1768706,1839410
922116,2,1863903,1940206
922116,3,0,0
922116,4,0,0
922151,1,2005878,2081102
922151,2,2106373,2178467
922151,3,0,0
922151,4,0,0
922152,1,1869488,1941287
922152,2,1964439,2038572
922152,3,0,0
922152,4,0,0
922155,1,1778308,1848897
922155,2,1872591,1946222
922155,3,0,0
922155,4,0,0
922157,1,1777011,1849031
922157,2,1873853,1949518
922157,3,0,0
922157,4,0,0
922158,1,1780594,1853308
922158,2,1876525,1950907
922158,3,0,0
922158,4,0,0
922159,1,1780585,1850042
922159,2,1875327,1949009
922159,3,0,0
922159,4,0,0
922160,1,1778397,1847445
922160,2,1871019,1944501
922160,3,0,0
922160,4,0,0
922161,1,1441538,1513886
922161,2,1538190,1613725
922161,3,0,0
922161,4,0,0
922164,1,1350892,1421683
922164,2,1445533,1517557
922164,3,0,0
922164,4,0,0
922165,1,1442527,1514760
922165,2,1540760,1615864
922165,3,0,0
922165,4,0,0
922166,1,1349627,1423350
922166,2,1445958,1522891
922166,3,0,0
922166,4,0,0
922168,1,1349754,1423406
922168,2,1445781,1521145
922168,3,0,0
922168,4,0,0
922171,1,1575308,1645881
922171,2,1669190,1745045
922171,3,0,0
922171,4,0,0
922173,1,1351229,1421797
922173,2,1446019,1518310
922173,3,0,0
922173,4,0,0
922177,1,1868876,1939604
922177,2,1964566,2038602
922177,3,0,0
922177,4,0,0
922178,1,1193337,1262586
922178,2,1285198,1358754
922178,3,0,0
922178,4,0,0
922179,1,1341717,1418255
922179,2,1442391,1519586
922179,3,0,0
922179,4,0,0
922180,1,1351527,1420523
922180,2,1445565,1522230
922180,3,0,0
922180,4,0,0
922181,1,1348714,1422645
922181,2,1447204,1524510
922181,3,0,0
922181,4,0,0
922184,1,1575442,1648021
922184,2,1670860,1742968
922184,3,0,0
922184,4,0,0
922185,1,1440937,1512350
922185,2,1537118,1610707
922185,3,0,0
922185,4,0,0
922186,1,1352494,1423104
922186,2,1448186,1524121
922186,3,0,0
922186,4,0,0
922188,1,1579754,1651251
922188,2,1674528,1751016
922188,3,0,0
922188,4,0,0
922189,1,1440747,1514430
922189,2,1538752,1614072
922189,3,0,0
922189,4,0,0
922191,1,1081953,1151263
922191,2,1175693,1249541
922191,3,0,0
922191,4,0,0
922192,1,1352415,1421471
922192,2,1444601,1518776
922192,3,0,0
922192,4,0,0
922194,1,1350033,1420606
922194,2,1443917,1517599
922194,3,0,0
922194,4,0,0
922195,1,1350829,1419828
922195,2,1443034,1518376
922195,3,0,0
922195,4,0,0
922196,1,1352310,1421585
922196,2,1448823,1529391
922196,3,0,0
922196,4,0,0
922197,1,1172236,1245865
922197,2,1269529,1344573
922197,3,0,0
922197,4,0,0
922200,1,1342917,1413479
922200,2,1438672,1515889
922200,3,0,0
922200,4,0,0
922204,1,1352988,1436343
922204,2,1461138,1537914
922204,3,0,0
922204,4,0,0
922206,1,1351082,1429118
922206,2,1452098,1524306
922206,3,0,0
922206,4,0,0
922208,1,1441197,1513269
922208,2,1538385,1611917
922208,3,0,0
922208,4,0,0
922209,1,702734,774695
922209,2,800147,872190
922209,3,0,0
922209,4,0,0
922212,1,1770054,1843503
922212,2,1867942,1941855
922212,3,0,0
922212,4,0,0
922213,1,1777896,1851551
922213,2,1874451,1948580
922213,3,0,0
922213,4,0,0
922215,1,1952107,2022968
922215,2,2047212,2123145
922215,3,0,0
922215,4,0,0
922216,1,1780208,1853866
922216,2,1878438,1952005
922216,3,0,0
922216,4,0,0
922218,1,1799421,1870029
922218,2,1895042,1968661
922218,3,0,0
922218,4,0,0
922221,1,1444599,1516570
922221,2,1540844,1618011
922221,3,0,0
922221,4,0,0
922223,1,1438326,1508988
922223,2,1531729,1605883
922223,3,0,0
922223,4,0,0
922224,1,1895654,1969437
922224,2,1994205,2067066
922224,3,0,0
922224,4,0,0
922225,1,1170311,1240792
922225,2,1263504,1338761
922225,3,0,0
922225,4,0,0
922226,1,1354122,1427675
922226,2,1450985,1529695
922226,3,0,0
922226,4,0,0
922228,1,1106293,1176886
922228,2,1199420,1273363
922228,3,0,0
922228,4,0,0
922230,1,1353413,1422453
922230,2,1445273,1517287
922230,3,0,0
922230,4,0,0
922231,1,1355239,1427349
922231,2,1451732,1523766
922231,3,0,0
922231,4,0,0
922232,1,1782671,1854666
922232,2,1878610,1950901
922232,3,0,0
922232,4,0,0
922233,1,273034,342239
922233,2,368389,443781
922233,3,0,0
922233,4,0,0
922235,1,1354645,1424321
922235,2,1448480,1523752
922235,3,0,0
922235,4,0,0
922236,1,1567310,1636447
922236,2,1661147,1733383
922236,3,0,0
922236,4,0,0
922237,1,1356799,1428722
922237,2,1452453,1527293
922237,3,0,0
922237,4,0,0
922238,1,1194514,1266518
922238,2,1290152,1369942
922238,3,0,0
922238,4,0,0
922239,1,1351727,1421344
922239,2,1446863,1520461
922239,3,0,0
922239,4,0,0
922242,1,1354069,1424758
922242,2,1447907,1522030
922242,3,0,0
922242,4,0,0
922243,1,1350993,1420200
922243,2,1444730,1516831
922243,3,0,0
922243,4,0,0
922245,1,1868522,1937608
922245,2,1962819,2034979
922245,3,0,0
922245,4,0,0
922247,1,1801774,1875313
922247,2,1899468,1973422
922247,3,0,0
922247,4,0,0
922248,1,2007254,2074817
922248,2,2099565,2173172
922248,3,0,0
922248,4,0,0
922249,1,1868680,1941313
922249,2,1965185,2042026
922249,3,0,0
922249,4,0,0
922252,1,1778164,1848849
922252,2,1870964,1944467
922252,3,0,0
922252,4,0,0
922253,1,1780383,1849549
922253,2,1875733,1949310
922253,3,0,0
922253,4,0,0
922254,1,1775628,1844850
922254,2,1867451,1943682
922254,3,0,0
922254,4,0,0
922255,1,1777597,1855663
922255,2,1879343,1957363
922255,3,0,0
922255,4,0,0
922256,1,1780208,1849266
922256,2,1873153,1945206
922256,3,0,0
922256,4,0,0
922257,1,1439610,1511830
922257,2,1535096,1608716
922257,3,0,0
922257,4,0,0
922260,1,1340234,1411291
922260,2,1435722,1509861
922260,3,0,0
922260,4,0,0
922261,1,1351593,1422263
922261,2,1448283,1524234
922261,3,0,0
922261,4,0,0
922262,1,1350437,1419473
922262,2,1442556,1516090
922262,3,0,0
922262,4,0,0
922263,1,1349772,1418774
922263,2,1442687,1532198
922263,3,0,0
922263,4,0,0
922264,1,1169704,1240209
922264,2,1264046,1340577
922264,3,0,0
922264,4,0,0
922266,1,1351825,1422435
922266,2,1446565,1520069
922266,3,0,0
922266,4,0,0
922268,1,1351542,1425944
922268,2,1450119,1522136
922268,3,0,0
922268,4,0,0
922269,1,703102,772128
922269,2,797511,871615
922269,3,0,0
922269,4,0,0
922271,1,1580285,1650742
922271,2,1675007,1750161
922271,3,0,0
922271,4,0,0
922272,1,1666260,1735264
922272,2,1758869,1833323
922272,3,0,0
922272,4,0,0
922273,1,1777022,1848360
922273,2,1873578,1945748
922273,3,0,0
922273,4,0,0
922275,1,1351247,1423287
922275,2,1446271,1520070
922275,3,0,0
922275,4,0,0
922276,1,1779358,1851573
922276,2,1875201,1951707
922276,3,0,0
922276,4,0,0
922279,1,1350175,1425203
922279,2,1447736,1526059
922279,3,0,0
922279,4,0,0
922280,1,1440142,1513476
922280,2,1537910,1614921
922280,3,0,0
922280,4,0,0
922281,1,1440113,1509081
922281,2,1534878,1608396
922281,3,0,0
922281,4,0,0
922284,1,1340089,1411425
922284,2,1435985,1512352
922284,3,0,0
922284,4,0,0
922285,1,1353176,1422732
922285,2,1447911,1529954
922285,3,0,0
922285,4,0,0
922286,1,1351347,1420390
922286,2,1446187,1519546
922286,3,0,0
922286,4,0,0
922287,1,1573003,1642151
922287,2,1665684,1740270
922287,3,0,0
922287,4,0,0
922288,1,1350294,1421526
922288,2,1445776,1521505
922288,3,0,0
922288,4,0,0
922290,1,1800627,1872320
922290,2,1896731,1972012
922290,3,0,0
922290,4,0,0
922291,1,1778884,1848004
922291,2,1870662,1947350
922291,3,0,0
922291,4,0,0
922292,1,1351842,1421013
922292,2,1443867,1519058
922292,3,0,0
922292,4,0,0
922295,1,1580319,1653936
922295,2,1678869,1754747
922295,3,0,0
922295,4,0,0
922296,1,1440962,1514593
922296,2,1537883,1613152
922296,3,0,0
922296,4,0,0
922297,1,1575849,1647237
922297,2,1670047,1743369
922297,3,0,0
922297,4,0,0
922298,1,1352523,1423126
922298,2,1445679,1519250
922298,3,0,0
922298,4,0,0
922299,1,1350906,1426043
922299,2,1450253,1526408
922299,3,0,0
922299,4,0,0
922300,1,1352865,1422110
922300,2,1446617,1524676
922300,3,0,0
922300,4,0,0
922301,1,1352594,1423352
922301,2,1445470,1519392
922301,3,0,0
922301,4,0,0
922303,1,1778802,1850845
922303,2,1874356,1947032
922303,3,0,0
922303,4,0,0
922304,1,1441448,1510351
922304,2,1536245,1609717
922304,3,0,0
922304,4,0,0
922305,1,1664984,1738876
922305,2,1761794,1836131
922305,3,0,0
922305,4,0,0
922308,1,1340343,1410888
922308,2,1436365,1510385
922308,3,0,0
922308,4,0,0
922309,1,1350773,1420142
922309,2,1445262,1519355
922309,3,0,0
922309,4,0,0
922310,1,1778755,1850659
922310,2,1875598,1950565
922310,3,0,0
922310,4,0,0
922311,1,1354309,1426114
922311,2,1449036,1525896
922311,3,0,0
922311,4,0,0
922313,1,1352954,1423490
922313,2,1446672,1520264
922313,3,0,0
922313,4,0,0
922314,1,1352415,1421526
922314,2,1446131,1521392
922314,3,0,0
922314,4,0,0
922316,1,1350431,1420921
922316,2,1443454,1517002
922316,3,0,0
922316,4,0,0
922318,1,273777,344393
922318,2,370226,442400
922318,3,0,0
922318,4,0,0
922319,1,1984916,2057172
922319,2,2080800,2157594
922319,3,0,0
922319,4,0,0
922320,1,1442392,1513013
922320,2,1537775,1612539
922320,3,0,0
922320,4,0,0
922322,1,1350560,1421120
922322,2,1447586,1526152
922322,3,0,0
922322,4,0,0
922323,1,1350899,1421561
922323,2,1444446,1519488
922323,3,0,0
922323,4,0,0
922325,1,1352389,1422923
922325,2,1447164,1519678
922325,3,0,0
922325,4,0,0
922326,1,1173594,1249042
922326,2,1274554,1348810
922326,3,0,0
922326,4,0,0
922327,1,1350812,1423671
922327,2,1446598,1521782
922327,3,0,0
922327,4,0,0
922329,1,1352593,1422059
922329,2,1447612,1523567
922329,3,0,0
922329,4,0,0
922331,1,1581031,1651543
922331,2,1677320,1750211
922331,3,0,0
922331,4,0,0
922332,1,1665845,1737885
922332,2,1761055,1835518
922332,3,0,0
922332,4,0,0
922335,1,1352320,1422884
922335,2,1448229,1523409
922335,3,0,0
922335,4,0,0
922337,1,1348762,1424049
922337,2,1446643,1520623
922337,3,0,0
922337,4,0,0
922339,1,1349105,1418337
922339,2,1441141,1514733
922339,3,0,0
922339,4,0,0
922341,1,1667112,1737601
922341,2,1761945,1833923
922341,3,0,0
922341,4,0,0
922342,1,1349739,1421647
922342,2,1444271,1518111
922342,3,0,0
922342,4,0,0
922344,1,1768277,1842486
922344,2,1866831,1942616
922344,3,0,0
922344,4,0,0
922345,1,1351458,1423971
922345,2,1448575,1525271
922345,3,0,0
922345,4,0,0
922346,1,1351841,1420972
922346,2,1446631,1521470
922346,3,0,0
922346,4,0,0
922347,1,1350992,1420005
922347,2,1442658,1517286
922347,3,0,0
922347,4,0,0
922349,1,1799596,1870356
922349,2,1895159,1968961
922349,3,0,0
922349,4,0,0
922352,1,1780073,1849402
922352,2,1873646,1947206
922352,3,0,0
922352,4,0,0
922353,1,1351349,1428407
922353,2,1453630,1525872
922353,3,0,0
922353,4,0,0
922355,1,1355274,1425688
922355,2,1450695,1524197
922355,3,0,0
922355,4,0,0
922356,1,1444015,1513361
922356,2,1539843,1618310
922356,3,0,0
922356,4,0,0
922361,1,1351844,1420850
922361,2,1445768,1522611
922361,3,0,0
922361,4,0,0
922363,1,1573743,1642786
922363,2,1666243,1740109
922363,3,0,0
922363,4,0,0
922365,1,1354273,1426258
922365,2,1452239,1526037
922365,3,0,0
922365,4,0,0
922367,1,1778335,1847369
922367,2,1871344,1945542
922367,3,0,0
922367,4,0,0
922368,1,1344742,1415219
922368,2,1440262,1512311
922368,3,0,0
922368,4,0,0
922370,1,1350017,1419864
922370,2,1444497,1521021
922370,3,0,0
922370,4,0,0
922373,1,1352479,1421519
922373,2,1446009,1522547
922373,3,0,0
922373,4,0,0
922375,1,1441392,1514050
922375,2,1537040,1612151
922375,3,0,0
922375,4,0,0
922376,1,1353043,1425190
922376,2,1449426,1523911
922376,3,0,0
922376,4,0,0
922377,1,1356669,1428914
922377,2,1454221,1530412
922377,3,0,0
922377,4,0,0
922379,1,1355012,1424026
922379,2,1453322,1532104
922379,3,0,0
922379,4,0,0
922380,1,1440931,1512009
922380,2,1536808,1611920
922380,3,0,0
922380,4,0,0
922383,1,1778965,1855591
922383,2,1879484,1955369
922383,3,0,0
922383,4,0,0
922384,1,1352428,1422999
922384,2,1449974,1522271
922384,3,0,0
922384,4,0,0
922385,1,1778156,1848802
922385,2,1871219,1944205
922385,3,0,0
922385,4,0,0
922387,1,1777046,1847591
922387,2,1871867,1943874
922387,3,0,0
922387,4,0,0
922388,1,1777959,1847128
922388,2,1871573,1945298
922388,3,0,0
922388,4,0,0
922389,1,1350840,1422505
922389,2,1446068,1521851
922389,3,0,0
922389,4,0,0
922390,1,1799375,1868470
922390,2,1891099,1965896
922390,3,0,0
922390,4,0,0
922391,1,1353674,1427217
922391,2,1451706,1526470
922391,3,0,0
922391,4,0,0
922392,1,1340155,1409215
922392,2,1434013,1506195
922392,3,0,0
922392,4,0,0
922394,1,1349948,1420824
922394,2,1444161,1516483
922394,3,0,0
922394,4,0,0
922395,1,1352526,1422583
922395,2,1447433,1522382
922395,3,0,0
922395,4,0,0
922397,1,1351056,1423034
922397,2,1446946,1521949
922397,3,0,0
922397,4,0,0
922400,1,1575820,1645181
922400,2,1668844,1742287
922400,3,0,0
922400,4,0,0
922401,1,1081795,1155394
922401,2,1179836,1254558
922401,3,0,0
922401,4,0,0
922403,1,1351149,1424788
922403,2,1451304,1525056
922403,3,0,0
922403,4,0,0
922404,1,1352594,1421654
922404,2,1448834,1524368
922404,3,0,0
922404,4,0,0
922405,1,1442331,1511381
922405,2,1537435,1612853
922405,3,0,0
922405,4,0,0
922406,1,1353369,1425701
922406,2,1450658,1524968
922406,3,0,0
922406,4,0,0
922408,1,1351368,1421386
922408,2,1444271,1520004
922408,3,0,0
922408,4,0,0
922410,1,1348885,1418370
922410,2,1443239,1515289
922410,3,0,0
922410,4,0,0
922412,1,1352088,1425117
922412,2,1447799,1518419
922412,3,0,0
922412,4,0,0
922416,1,1352964,1424966
922416,2,1449942,1525039
922416,3,0,0
922416,4,0,0
922418,1,1485572,1556177
922418,2,1579243,1652976
922418,3,0,0
922418,4,0,0
922419,1,1079781,1147282
922419,2,1172072,1248967
922419,3,0,0
922419,4,0,0
922420,1,1353187,1422240
922420,2,1446290,1520446
922420,3,0,0
922420,4,0,0
922422,1,1800083,1875053
922422,2,1899185,1972830
922422,3,0,0
922422,4,0,0
922424,1,1444889,1515788
922424,2,1539809,1613478
922424,3,0,0
922424,4,0,0
922425,1,1778671,1849329
922425,2,1874542,1953886
922425,3,0,0
922425,4,0,0
922428,1,1779089,1851174
922428,2,1877010,1947704
922428,3,0,0
922428,4,0,0
922429,1,1869729,1941191
922429,2,1966780,2041919
922429,3,0,0
922429,4,0,0
922432,1,1778960,1850438
922432,2,1874430,1948269
922432,3,0,0
922432,4,0,0
922434,1,1778510,1849403
922434,2,1874448,1948510
922434,3,0,0
922434,4,0,0
922436,1,1778671,1849460
922436,2,1875987,1949429
922436,3,0,0
922436,4,0,0
922439,1,1083389,1153953
922439,2,1178164,1250739
922439,3,0,0
922439,4,0,0
922440,1,1577561,1648238
922440,2,1672690,1745341
922440,3,0,0
922440,4,0,0
922441,1,1777846,1848560
922441,2,1872826,1945000
922441,3,0,0
922441,4,0,0
922442,1,1351968,1423208
922442,2,1446084,1520380
922442,3,0,0
922442,4,0,0
922443,1,1352858,1423720
922443,2,1448442,1526751
922443,3,0,0
922443,4,0,0
922446,1,1351231,1421823
922446,2,1445767,1519815
922446,3,0,0
922446,4,0,0
922447,1,1350858,1422447
922447,2,1445120,1518863
922447,3,0,0
922447,4,0,0
922448,1,1442214,1521913
922448,2,1545551,1623528
922448,3,0,0
922448,4,0,0
919163,1,1350108,1419955
919163,2,1442475,1517710
919163,3,0,0
919163,4,0,0
919164,1,1777570,1848166
919164,2,1871351,1941934
919164,3,0,0
919164,4,0,0
919165,1,1350678,1419813
919165,2,1443175,1515337
919165,3,0,0
919165,4,0,0
919166,1,1350242,1419444
919166,2,1443381,1516539
919166,3,0,0
919166,4,0,0
919167,1,1080866,1150251
919167,2,1173460,1247139
919167,3,0,0
919167,4,0,0
919168,1,1125120,1195644
919168,2,1218589,1292227
919168,3,0,0
919168,4,0,0
919169,1,1350080,1420615
919169,2,1443546,1515745
919169,3,0,0
919169,4,0,0
919170,1,1267579,1338811
919170,2,1363484,1439502
919170,3,0,0
919170,4,0,0
919171,1,1574976,1644062
919171,2,1666700,1738895
919171,3,0,0
919171,4,0,0
919172,1,1351594,1422377
919172,2,1445871,1519587
919172,3,0,0
919172,4,0,0
919173,1,1215299,1285830
919173,2,1308518,1386609
919173,3,0,0
919173,4,0,0
919174,1,1125029,1195597
919174,2,1218884,1291513
919174,3,0,0
919174,4,0,0
919176,1,1351758,1423833
919176,2,1446383,1525142
919176,3,0,0
919176,4,0,0
919177,1,1575035,1644538
919177,2,1667682,1740975
919177,3,0,0
919177,4,0,0
919178,1,1440942,1510439
919178,2,1533631,1608004
919178,3,0,0
919178,4,0,0
919179,1,1350112,1425149
919179,2,1449347,1519848
919179,3,0,0
919179,4,0,0
919180,1,1350101,1432746
919180,2,1457144,1529524
919180,3,0,0
919180,4,0,0
919181,1,1352602,1424447
919181,2,1447123,1519155
919181,3,0,0
919181,4,0,0
919182,1,1350186,1420750
919182,2,1444347,1521678
919182,3,0,0
919182,4,0,0
922453,1,1441887,1513884
922453,2,1537599,1608170
922453,3,0,0
922453,4,0,0
922454,1,1351633,1423677
922454,2,1447669,1523872
922454,3,0,0
922454,4,0,0
922456,1,1779391,1851382
922456,2,1876001,1946485
922456,3,0,0
922456,4,0,0
922458,1,1349587,1418715
922458,2,1444265,1517830
922458,3,0,0
922458,4,0,0
918913,1,1125812,1196388
918913,2,1219711,1302647
918913,3,0,0
918913,4,0,0
918928,1,1126631,1207005
918928,2,1229691,1300237
918928,3,0,0
918928,4,0,0
918941,1,1350097,1420533
918941,2,1443348,1515670
918941,3,0,0
918941,4,0,0
918948,1,1350429,1421290
918948,2,1444922,1517051
918948,3,0,0
918948,4,0,0
964757,1,1779933,1849022
964757,2,1872774,1943464
964757,3,0,0
964757,4,0,0
964759,1,1779227,1849756
964759,2,1872830,1945231
964759,3,0,0
964759,4,0,0
964760,1,1780027,1847550
964760,2,1874430,1946671
964760,3,0,0
964760,4,0,0
922461,1,1782039,1851333
922461,2,1875977,1949956
922461,3,0,0
922461,4,0,0
922464,1,1780452,1852609
922464,2,1878668,1952326
922464,3,0,0
922464,4,0,0
922465,1,1779622,1850400
922465,2,1875736,1950993
922465,3,0,0
922465,4,0,0
922466,1,1780616,1852638
922466,2,1876803,1947440
922466,3,0,0
922466,4,0,0
922467,1,1778610,1847688
922467,2,1872538,1946145
922467,3,0,0
922467,4,0,0
922468,1,1782255,1851257
922468,2,1875757,1953330
922468,3,0,0
922468,4,0,0
922470,1,1800291,1870973
922470,2,1894519,1969668
922470,3,0,0
922470,4,0,0
922472,1,1869156,1941576
922472,2,1965068,2037156
922472,3,0,0
922472,4,0,0
888063,1,1777544,1846789
888063,2,1870266,1941608
888063,3,0,0
888063,4,0,0
888083,1,1868015,1940203
888083,2,1963594,2035860
888083,3,0,0
888083,4,0,0
888056,1,1778480,1846068
888056,2,1868742,1939304
888056,3,0,0
888056,4,0,0
888037,1,1871519,1942119
888037,2,1965721,2037617
888037,3,0,0
888037,4,0,0
888052,1,1868114,1937296
888052,2,1961744,2033732
888052,3,0,0
888052,4,0,0
888076,1,1779742,1847326
888076,2,1869998,1940717
888076,3,0,0
888076,4,0,0
888038,1,1777981,1845622
888038,2,1869356,1941358
888038,3,0,0
888038,4,0,0
888051,1,1870984,1940010
888051,2,1964646,2039646
888051,3,0,0
888051,4,0,0
888032,1,1780217,1849847
888032,2,1873259,1945464
888032,3,0,0
888032,4,0,0
888064,1,1867567,1936966
888064,2,1961429,2031764
888064,3,0,0
888064,4,0,0
888084,1,1869779,1937420
888084,2,1961715,2035411
888084,3,0,0
888084,4,0,0
888050,1,1869430,1939514
888050,2,1963161,2033915
888050,3,0,0
888050,4,0,0
888055,1,1778701,1846359
888055,2,1869399,1940196
888055,3,0,0
888055,4,0,0
888094,1,1780064,1847639
888094,2,1871085,1941667
888094,3,0,0
888094,4,0,0
898246,1,1779212,1846777
898246,2,1872381,1944434
898246,3,0,0
898246,4,0,0
898249,1,1867562,1936613
898249,2,1961389,2033433
898249,3,0,0
898249,4,0,0
898260,1,1777891,1847063
898260,2,1870901,1943068
898260,3,0,0
898260,4,0,0
888172,1,1807878,1878481
888172,2,1901663,1973885
888172,3,0,0
888172,4,0,0
888220,1,1610686,1678141
888220,2,1701525,1777549
888220,3,0,0
888220,4,0,0
888244,1,1810261,1882986
888244,2,1907614,1981353
888244,3,0,0
888244,4,0,0
888247,1,1807663,1877528
888247,2,1902225,1974223
888247,3,0,0
888247,4,0,0
888268,1,1618188,1685788
888268,2,1708556,1783525
888268,3,0,0
888268,4,0,0
888292,1,1811485,1882016
888292,2,1904538,1977288
888292,3,0,0
888292,4,0,0
898267,1,1808910,1876787
898267,2,1901351,1975448
898267,3,1975449,1975492
898267,4,0,0
898272,1,1621551,1689173
898272,2,1711557,1785072
898272,3,0,0
898272,4,0,0
898286,1,1807722,1878327
898286,2,1902085,1974233
898286,3,0,0
898286,4,0,0
909375,1,1808283,1877506
909375,2,1901452,1976132
909375,3,0,0
909375,4,0,0
910427,1,1808002,1878533
910427,2,1901406,1971994
910427,3,1980032,2002654
910427,4,2005248,2027839
914021,1,1808210,1875833
914021,2,1900750,1977294
914021,3,0,0
914021,4,0,0
914022,1,1870888,1939950
914022,2,1963891,2037529
914022,3,0,0
914022,4,0,0
898046,1,1125089,1195672
898046,2,1219406,1290181
898046,3,0,0
898046,4,0,0
898047,1,1350182,1419925
898047,2,1443519,1517335
898047,3,0,0
898047,4,0,0
898048,1,1348879,1417977
898048,2,1441396,1513399
898048,3,0,0
898048,4,0,0
898051,1,1792943,1863480
898051,2,1886848,1955238
898051,3,0,0
898051,4,0,0
898052,1,1351341,1420513
898052,2,1446523,1518790
898052,3,0,0
898052,4,0,0
898058,1,268808,338121
