MatchId,iId,iStartFrame,iEndFrame
858535,3,0,0
858535,4,0,0
858540,1,1346150,1417107
858540,2,1443746,1516515
858540,3,0,0
858540,4,0,0
858542,1,1443101,1512133
858542,2,1539255,1612796
858542,3,0,0
858542,4,0,0
858543,1,1351605,1421669
858543,2,1445414,1525942
858543,3,0,0
858543,4,0,0
858545,1,1349646,1419094
858545,2,1443069,1516637
858545,3,0,0
858545,4,0,0
858552,1,1773741,1845514
858552,2,1869652,1946402
858552,3,0,0
858552,4,0,0
858553,1,1868698,1937811
858553,2,1961693,2036779
858553,3,0,0
858553,4,0,0
858554,1,1869687,1938739
858554,2,1964173,2034732
858554,3,0,0
858554,4,0,0
858555,1,1780254,1849343
858555,2,1874767,1949047
858555,3,0,0
858555,4,0,0
858557,1,1804051,1873125
858557,2,1897669,1971983
858557,3,0,0
858557,4,0,0
858560,1,1440229,1517902
858560,2,1540014,1613606
858560,3,0,0
858560,4,0,0
858562,1,1352892,1422079
858562,2,1446263,1518362
858562,3,0,0
858562,4,0,0
858563,1,1779638,1851718
858563,2,1875084,1947066
858563,3,0,0
858563,4,0,0
858567,1,1345424,1415358
858567,2,1440030,1515734
858567,3,0,0
858567,4,0,0
858571,1,1350196,1423737
858571,2,1447078,1521173
858571,3,0,0
858571,4,0,0
858577,1,1347029,1417903
858577,2,1442706,1517691
858577,3,0,0
858577,4,0,0
858583,1,1441454,1512000
858583,2,1533637,1605759
858583,3,0,0
858583,4,0,0
858584,1,1441472,1512709
858584,2,1536969,1610667
858584,3,0,0
858584,4,0,0
858586,1,1353103,1423667
858586,2,1448292,1522077
858586,3,0,0
858586,4,0,0
858587,1,1352879,1423376
858587,2,1446803,1520887
858587,3,0,0
858587,4,0,0
858593,1,1575847,1644956
858593,2,1667672,1745457
858593,3,0,0
858593,4,0,0
858595,1,1350325,1420957
858595,2,1445491,1520532
858595,3,0,0
858595,4,0,0
858596,1,1867921,1937028
858596,2,1961494,2035842
858596,3,0,0
858596,4,0,0
858598,1,1778726,1847900
858598,2,1871648,1945247
858598,3,0,0
858598,4,0,0
858599,1,1782133,1852710
858599,2,1877525,1952782
858599,3,0,0
858599,4,0,0
858600,1,1779533,1850468
858600,2,1874884,1948454
858600,3,0,0
858600,4,0,0
858604,1,1800119,1870616
858604,2,1893611,1966137
858604,3,0,0
858604,4,0,0
858606,1,1780490,1849770
858606,2,1874812,1949133
858606,3,0,0
858606,4,0,0
858610,1,1351607,1422699
858610,2,1445820,1520952
858610,3,0,0
858610,4,0,0
858612,1,1352513,1423086
858612,2,1446368,1522113
858612,3,0,0
858612,4,0,0
858613,1,1346259,1415307
858613,2,1441591,1514739
858613,3,0,0
858613,4,0,0
858617,1,1773732,1843983
858617,2,1867909,1943281
858617,3,0,0
858617,4,0,0
858620,1,1440693,1510670
858620,2,1536622,1610152
858620,3,0,0
858620,4,0,0
858621,1,1352036,1421146
858621,2,1447667,1521216
858621,3,0,0
858621,4,0,0
858626,1,1336492,1410926
858626,2,1436312,1514883
858626,3,0,0
858626,4,0,0
858631,1,1530798,1602852
858631,2,1625886,1699397
858631,3,0,0
858631,4,0,0
858632,1,1354643,1428490
858632,2,1454308,1526468
858632,3,0,0
858632,4,0,0
858635,1,1353498,1422616
858635,2,1446178,1518429
858635,3,0,0
858635,4,0,0
858638,1,1324046,1396058
858638,2,1421170,1494591
858638,3,0,0
858638,4,0,0
858640,1,1444281,1514875
858640,2,1539471,1614494
858640,3,0,0
858640,4,0,0
858643,1,1350598,1422804
858643,2,1446015,1519616
858643,3,0,0
858643,4,0,0
858644,1,1172182,1241551
858644,2,1266182,1338904
858644,3,0,0
858644,4,0,0
858645,1,1351817,1422754
858645,2,1448585,1526609
