Pressure, Change in distance between ball and goal
0,967.246
0.0127121,3086.97
0.0335198,268.823
0.0374732,-734.997
0.0386556,-720.88
0.0386828,-391.667
0.0539759,7.29605
0.0560214,305.435
0.0639001,283.03
0.0644489,-77.8772
0.0683415,188.541
0.0713998,1207.15
0.0770308,-895.901
0.0803608,1067.75
0.0871561,-1570.12
0.0914473,13.6775
0.0917048,158.955
0.0992712,215.837
0.100054,331.249
0.10075,803.936
0.101162,-275.158
0.104045,-161.784
0.106738,-688.286
0.107572,-709.49
0.108261,664.851
0.112354,611.501
0.112462,1488.26
0.113372,-466.034
0.114087,2554.55
0.11718,127.815
0.119555,152.925
0.122346,477.826
0.123066,1193.18
0.127498,687.603
0.128603,-1164.24
0.1334,199.135
0.135504,1962.04
0.136946,773.834
0.138862,635.596
0.140664,-324.384
0.141539,763.83
0.147744,-42.1488
0.152744,911.089
0.15422,-422.806
0.155521,-682.824
0.155965,829.566
0.156691,1726.84
0.158387,-738.654
0.163237,2499.76
0.163379,-773.872
0.164647,1533.35
0.164754,1657.48
0.165549,-514.31
0.167441,1119.86
0.167856,2176.96
0.169077,270.801
0.184903,-221.811
0.186815,-666.882
0.188041,-1712.57
0.189088,495.055
0.19054,-1043.04
0.198519,-148.864
0.198895,501.768
0.202568,-478.161
0.204191,2922.82
0.205821,-330.02
0.207905,1817
0.2098,433.446
0.211113,2836.49
0.211236,178.599
0.212706,-180.541
0.213995,1863.64
0.215687,228.856
0.218262,51.9268
0.226238,3709.95
0.228048,940.982
0.232492,-1438.89
0.235444,1582.2
0.238596,-53.6403
0.243891,772.989
0.244738,2319.08
0.246335,506.658
0.247708,-96.6672
0.24848,-959.584
0.249095,1417.72
0.255344,415.013
0.258969,-497.548
0.259259,-179.144
0.261078,1582.89
0.261508,2193.21
0.26304,860.519
0.263733,849.483
0.264576,1893.22
0.273016,-432.446
0.274266,3897.18
0.277135,-436.689
0.279569,-495.339
0.280583,-3009.83
0.28176,1242.13
0.282007,-286.807
0.290386,-6.31009
0.290914,1049.46
0.291273,-1079.53
0.293678,522.954
0.294455,-329.828
0.297109,-1665.87
0.299171,2115.47
0.307316,891.464
0.314562,-278.415
0.314787,381.307
0.316663,900.326
0.322085,331.084
0.324999,-1163.14
0.325781,218.287
0.32654,1036.43
0.326889,3207.08
0.328784,644.021
0.332924,-1143.88
0.334066,2923.41
0.338519,-123.316
0.338751,1441.31
0.341338,1627.98
0.342666,332.463
0.342979,364.222
0.343113,-979.541
0.347531,-1254.51
0.348607,1415.44
0.352795,726.154
0.353641,-5.77045
0.35879,1559.89
0.363806,297.422
0.36411,732.373
0.364457,-919.465
0.368091,860.418
0.368572,2707.93
0.37396,-1484.12
0.375038,1657.99
0.376346,536.22
0.377961,410.998
0.382268,-477.714
0.382804,1732.86
0.384618,-736.661
0.389491,-597.542
0.391584,257.149
0.394777,1278.65
0.396362,-200.661
0.396644,1368.95
0.39704,315.344
0.400129,294.565
0.400625,-402.566
0.401662,93.6966
0.404607,84.98
0.407122,264.574
0.408518,2757.1
0.41458,768.419
0.41532,876.088
0.418881,2117.51
0.427496,-841.172
